Um and so they just left town and she she never did see her sister again never saw her sister again,ဒီတော့သူတို့မြို့ကနေပြောင်းခဲ့ကြပြီး၊သူသူ့ရဲ့ညီမကိုဘယ်တော့မှပြန်မတွေ့ခဲ့ဘူ။သူ့ညီမကိုဘယ်တော့မှပြန်မတွေ့ခဲ့ဘူး။
So Granny got up and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there,ဒီတော့အဖွားကထလိုက်ပြီးတခါးဝကလှေခါးထစ်တွေအောက်ကိုဆင်းလိုက်ပြီးလမ်းမဘက်ကိုလျှောက်သွားလိုက်ပြီးအဲဒီမှာဘဲရပ်နေလိုက်တယ်။
He would have been born,သူမွေးလောက်တဲ့အချိန်ဖြစ်မယ်
The story I shall talk about today is about my father and the culture diversities he had when he moved to America,ဒီနေ့ငါပြောပြမယ့်ဇာတ်လမ်းကတော့ငါ့အဖေနဲ့သူအမေရိကားကိုပြောင်းလာချိန်ကယဉ်ကျေးမှုကွဲပြားမှုများအကြောင်းပဲဖြစ်ပါတယ်။
Im like I know how far Ive gotten,ငါဘယ်လောက်ခရီးပေါက်နေပြီလဲဆိုတာငါသိတယ်။
OK can you hear me,အိုကေ၊မင်းငါ့ကိုကြားရလား။
It was still cultural area but suburbs was still the dominant form,ဒါကယဉ်ကျေးမှုစုံနေရာပါဒါပေမယ့်မြို့ဆင်ခြေဖုံးပုံစံတွေကအဓိကပုံစံပါပဲ။
And then I heard him leave so Im still finishing what I had to do,ဒီနောက်သူထွက်သွားတာကိုငါကြားလိုက်တော့ငါလဲကိုယ်လုပ်စရာရှိတာပဲဆက်လုပ်နေလိုက်တယ်။
Um are there any you said you dont remember reading anything in particular like when you were older in school were there any books that you read that you liked or hated,မင်းဘာစာတွေမှတ်မှတ်ရရဖတ်မိခဲ့တယ်ဆိုတာမမှတ်မိဘူးလို့ပြောခဲ့တယ်နော်၊မင်းကျောင်းမှာအသက်နည်းနည်းရလာတော့မင်းဖတ်ရတာကြိုက်တဲ့မကြိုက်တဲ့စာအုပ်မျိုးရှိခဲ့လား။
And they found this house or this apartment building or whatever it was that they could live in and it was right on the edge of Broad Street,ပြီးတော့သူတို့နေလို့ရတဲ့အိမ်သို့မဟုတ်တိုက်ခန်းတစ်ခုကိုတွေ့ခဲ့တာ၊အဲဒါကဘရောဒ်လမ်းအစွန်းလေးမှာတင်လေ။
Its a little screw which set an injection but the the breathing pressure tube to the pilot and counter pressure,၎င်းသည်ထိုးသွင်းခြင်းတစ်ခုကိုသတ်မှတ်ထားသည့်မူလီအသေးလေးဖြစ်သော်လည်း၊လေယာဉ်မှုးဆီသို့သွယ်ထားသောအသက်ရှူပိုက်နှင့်တန်ပြန်ဖိအား။
Shes like Dont worry about it you know just take your time,စိတ်မပူပါနဲ့၊အေးအေးဆေးဆေးလုပ်ပါလို့သူမကပြောတယ်။
President Kennedy says to the pilots says Gentlemen you take good pictures,သမ္မတကနေဒီကလေယာဉ်မှုးများကိုလူကြီးမင်းများဓါတ်ပုံကောင်းကောင်းလေးရိုက်ထားကြပါဟုပြောလိုက်သည်။
And I was like Im almost done,ငါပြီးတော့မှာပါလို့ပြန်ပြောလိုက်တယ်။
I tried to jot everything down,ငါတတ်နိုင်သလောက်တော့ရေးမှတ်ထားခဲ့တယ်။
No she was born in 1900 because she was 16 and so it must have been like in 1926 19 you know before before 1930,မဟုတ်ဘူး၊သူကအဲဒီတုန်းက၁၆နှစ်ဆိုတော့၁၉၉၀မှာမွေးတာ၊ဒီတော့၁၉၂၆မှာ၁၉နှစ်လောက်ပေါ့၊၁၉၃၀မတိုင်ခင်ကပေါ့။
It would not explode without the trigger,ဒါကခလုပ်မပါရင်ပေါက်ကွဲမှာမဟုတ်ဘူး။
So it was just really interesting,ဆိုတော့ဒါကတော်တော်စိတ်ဝင်စားဖို့ကောင်းခဲ့တယ်။
Her sister could pass for white and in fact did pass for white,သူ့ညီမကအဖြူလို့ပြောလို့ရနိုင်ပြီးတကယ်ပဲအဖြူလို့ပြောလို့ရခဲ့တယ်။
Well he was almost old enough to be her daddy,အိမ်း၊သူကသူမရဲ့အဖေအရွယ်နီးပါးအသက်ကြီးတယ်။
That I was the only 922 which was life support man the other man was a physiological support,ငါကတော့အသက်ကယ်အထောက်အကူပိုင်းဖြစ်တဲ့တစ်ယောက်ထည်းသော၉၂၂ပါ၊နောက်လူတစ်ယောက်ကတော့ခန္ဒာကိုယ်ပိုင်းအထောက်အကူပါ။
And here I am thinking hes going come in there and be like you know just have it out with me you know just tell me off like how could I not have this done,ငါလဲသူတော့ဒီအထဲကိုဝင်လာပြီးငါကို့ပြောဆိုတော့မယ်၊ဒါကိုငါဘာလို့မလုပ်ခဲ့တာလဲဆိုပြီးငါ့ကိုကြိမ်းတော့မယ်လို့ထင်နေတယ်။
Well of of course needless to say we had a we could not make a mistake,အေး၊သိတဲ့အတိုင်းငါတို့နည်းနည်းမှအမှားလုပ်လို့မရခဲ့ဘူးဆိုတာပြောဖို့မလိုပါဘူး။
And uh but uh I would think at night I couldnt sleep,ပြီးတော့ဒါပေမယ့်ညရောက်ရင်ငါအိပ်လိုရမှာမဟုတ်ဘူးလို့ငါထင်တယ်။
One thing that she really had as a great defense,သူမမှာကောင်းကောင်းကာကွယ်ဖို့တကယ်ရှိသောအရာတစ်ခု။
Um as far as never being told,အင်း၊မပြောခဲ့တာတွေအားလုံးထဲမှာတော့
So he we lived in this area,ဆိုတော့သူနဲ့ငါတို့ဒီနားတဝိုက်မှာနေခဲ့တယ်။
And hes like talking all fast hes on a cell phone,ပြီးတော့သူကအရမ်းမြန်မြန်စကားပြောနေတယ်၊သူကလက်ကိုင်ဖုန်းတစ်လုံးနဲ့ပြောနေတယ်။
I cant remember what it was but I suddenly got really nervous that I was about to go to school for the first time and that was probably the most stressful day of my life,ဘာလဲဆိုတာတော့ငါမမှတ်မိဘူး၊ဒါပေမယ်ငါကျောင်းကိုပထမဆုံးအကြိမ်သွားတော့မယ်ဆိုတာကိုငါရုတ်တရက်ရင်တုန်မိတယ်၊ဒါကငါ့ဘဝမှာစိတ်ဖိစီးမှုအများဆုံးနေ့ဘဲဖြစ်လိမ့်မယ်။
And so when they told her she had to go home with this guy she said Go home with him,ဒီတော့ညည်းဒီလူနဲ့အိမ်ပြန်ရမယ်လို့သူတို့ကပြောလိုက်တဲ့အခါမှာသူက၊ဒီလူနဲ့အိမ်ပြန်ရမယ်ဟုတ်လားလို့ပြောခဲ့တယ်။
I was living uh right outside of St Louis between Jefferson City and St Louis MO,ငါကစိန့်လူးဝစ်စ်အပြင်နားလေးမှာပဲနေနေခဲ့တာ၊ဂျက်ဖာဆန်မြို့တော်နဲ့စိန့်လူးဝစ်စ်ကြား၊အမ်အိုမှာ။
And our father always told us not to say they are animals,သူတို့ကိုတိရိစ္ဆာန်လို့မပြောရဘူးလို့ငါတို့အဖေကအမြဲတမ်းပြောလေ့ရှိတယ်။
I was reporting to a certain place in Del Rio then I had to go to Laughlin Air Force Base which had just reopened,ငါကထဲကကတစ်နေရာကိုအစီရင်ခံနေခဲ့တာ၊ဒီနောက်ပြန်ဖွင့်တာသိပ်မကြာသေးတဲ့လေတပ်စခန်းကိုငါသွားခဲ့ရတယ်။
I dont care if you dont know anything about it,မင်းဒါနဲ့ပတ်သတ်ပြီးဘာမှမသိတာငါဂရုမစိုက်ဘူး။
I dont care how you do it,မင်းဒါကိုဘယ်လိုလုပ်လဲဆိုတာငါဂရုမစိုက်ဘူး။
So then I look up I find out where Ramonas at and I call her over there,ဒီနောက်ငါရှာကြည့်လိုက်တဲ့အခါမှာဘယ်မှာလဲရှာတွေ့ခဲ့ပြီးသူကိုငါခေါ်လိုက်တယ်။
Even though I dont see how he could have expected me to have it done,ငါဒါကိုပြီးအောင်လုပ်ရမယ်လို့သူဘယ်လိုမျှော်မှန်းထားမှန်းငါစဉ်းစားလို့မရပေမယ့်လည်း။
In the meantime the Air Force bought the SR71 now the A12 that we were working with the CIA,ဒီအတောအတွင်းလေတပ်ကကိုဝယ်ခဲ့တယ်၊နောက်နဲ့ငါတို့တွဲအလုပ်လုပ်နေတော့အခုကိုရော။
So her sisters husband was lightskinned too,ဒါဆိုသူ့အစ်မယောက်ျားကရောအသားဖြူလား။
But as she got older um she never acknowledged that she was wrong but she did change her behavior,ဒါပေမယ့်သူအသက်ကြီးလာတာနှင့်အမျှ၊အင်း၊သူမှားခဲ့တယ်ဆိုတာကိုအသိအမှတ်မပြုခဲ့ပေမယ့်သူ့ရဲ့အပြုအမူတွေကိုပြောင်းလဲခဲ့ပါတယ်။
I never did see and dont know yet why unless it was just ex ex expressing the the the need to know what you was a doing and whatever,ငါမမြင်ခဲ့မိသလိုအခုထိလဲမသိသေးတာ၊မင်းဘာတွေလုပ်ခဲ့နေတယ်ဆိုတာသိချင်မိတာကိုဖော်ပြချင်တာမျိုးကလွဲရင်ပေါ့။
My uncle hes a great guy,ငါ့ဦးလေးကလူကောင်းတစ်ယောက်ပါ။
I went to my sisters that lived there  Her husband was in the service and worked with Intelligence and I went to their house,ငါလဲအဲဒီမှာနေတဲ့ငါ့ညီမဆီသွားခဲ့တယ်။သူ့အမျိုးသားကတပ်ထဲကဖြစ်ပြီးထောက်လှမ်းရေးနဲ့အလုပ်လုပ်ခဲ့တာ၊ငါသူတို့အိမ်ကိုသွားခဲ့တယ်။
I would think Well Im Im going to let somebody else go but then I would think My God,ငါတွေးမိတယ်အေးငါတစ်ခြားတစ်ယောက်ကိုပဲလွှတ်လိုက်တော့မယ်လို့၊ဒါပေမယ်လဲငါထပ်တွေးမိတယ်၊ဘုရားရေ။
They asked a few questions and I answered them and they said Get your baggage and leave there immediately and come to the address you were supposed to when you arrived in Washington,သူတို့ငါ့ကိုမေးခွန်းနည်းနည်းမေးတော့ငါပြန်ဖြေလိုက်တယ်၊နောက်သူတို့ကပြောတယ်၊မင်းအထုပ်အပိုးတွေကိုယူပြီးအဲဒီကချက်ချင်းထွက်သွား၊မင်းရောက်ရင်သွားရမယ့်လိပ်စာအတိုင်းလာခဲ့လို့။
One minute hes banging on the desk the next hes OK have it on my desk dah dah dah dah dah,အခုလေးပဲသူကစားပွဲပေါ်ကိုထုနေပြီး၊နောက်ခဏနေတော့သူကအိုကေ၊ငါ့စားပွဲပေါ်မှထားခဲ့။
Come to find out it was a U2 aircraft but we couldnt we could not say one word about what it was nothing to our wives kids or anybody,အဲဒါလေယာဥ်လားအဖြေသိခဲ့ရပေမယ့်အဲဒါဘာလဲဆိုတာကိုငါတို့မိန်းမတွေ၊ကလေးတွေနဲ့ဘယ်သူ့ကိုမှစကားတစ်လုံးမှငါတို့ပြန်ပြောလို့မရခဲ့ဘူး။
So anyway um he ended up coming in there and he was like Hows it coming along,ထားပါတော့၊သူလဲနောက်ဆုံးတော့အဲဒီအထဲကိုဝင်လာဖြစ်ခဲ့ပြီးဘယ်လိုအခြေအနေလဲလို့မေးလိုက်တယ်။
Then I was spinning my wheel for about I dont know it seemed like all day that day,ဒီနောက်ငါလဲပါတ်မောင်းနေတာဘယ်လောက်ကြာသွားလဲဆိုတော့အဲဒီနေ့တစ်နေ့လုံးနီးပါးပဲ။
And she had tuberculosis and I never knew that either,နောက်ပြီးသူ့မှာတီဘီရောဂါရှိတယ်အဲဒါလဲငါမသိခဲ့ပါဘူး။
You know you cant you cannot survive if you dont have any counter pressure increase breathing pressure in those altitudes,ဒီလိုအမြင့်ပေတွေမှာမင်းမှာတန်ပြန်ဖိအားမရှိ၊အသက်ရှုဖိအားမတိုးရင်မင်းအသက်မရှင်နိုင်ဘူး။
If if your hand was exposed outside of the pressure suit your hands would go to about five times the size if you had a decompression,တစ်ကယ်လို့မင်းရဲ့လက်ကလေဖိအားထိန်းဝတ်စုံအပြင်ဘက်ပေါ်သွားလို့ရှိရင်မင်းဖိအားလျှော့လိုက်ချိန်မင်းလက်ကငါးဆလောက်ကြီးလာလိမ့်မယ်။
Is there any reason why she didnt tell you,သူမင်းကိုဘာလို့မပြောခဲ့လဲဆိုတဲ့အကြောင်းရှိလား။
They had wound up starting out to New York to visit some relatives of this this cousin and they just stayed and he didnt know how to get back so he just stayed with them,သူတို့ရဲ့ဆွေမျိုးဝမ်းကွဲအချိူ့ဆီကိုအလည်လာဖို့သူတို့နယူးယောက်ကိုထွက်လာကြပြီးသူတို့သာနေခဲ့ပြီးသူဘယ်လိုပြန်ရမလဲမသိခဲ့ဘူး၊ဒါကြောင့်သူတို့နဲ့အတူနေခဲ့တယ်။
I started immediately uh uh training into that from the other two guys that was at the location,ငါအဲဒီနေရာကတစ်ခြားလူနှစ်ယောက်ဆီကနေအဲဒီအတွက်လေ့ကျင့်ရေးချက်ချင်းစခဲ့တယ်။
No it was just that one time in the morning and she said that she was going to come back to the office,ဟင့်အင်း၊အဲဒါကမနက်တုန်းကတစ်ခါပဲ၊ပြီးတော့သူကရုံးကိုပြန်လာဦးမယ်လို့ပြောခဲ့တယ်။
We didnt know what a U2 was and nobody knew anything about a U2,ကဘာလဲဆိုတာငါတို့မသိခဲ့ဘူးပြီးတော့ဘယ်သူမှာတစ်ခုအကြောင်းမသိခဲ့ကြဘူး။
If it was off one iota you had to do some adjusting to the regulator itself,တစ်ပြားတစ်စေ့လောက်လျော့နေခဲ့ရင်မင်းထိန်းညှိရာကိုယ်တိုင်ကိုချိန်ခဲ့ရမယ်။
Uh I was still the one and only nine twotwo that had ever set the injection on the regulator,ငါကတော့ထိန်းညှိစက်မှာအင်ဂျက်ရှင်ချိန်ခဲ့ဖူးတဲ့တစ်ဦးထဲသော၉၂၂ပဲ။
She didnt even understand the marriage ceremony she didnt even know that she had gotten married really,သူကလက်ထပ်ပွဲကိုတောင်နားမလည်ခဲ့ဘူး၊အိမ်ထောင်ပြုလိုက်ပြီဆိုတာကိုတောင်မသိခဲ့ဘူ၊တစ်ကယ်ပဲ
We would go in there,ငါတို့အဲဒီထဲကိုဝင်သွားကြမှာပဲ။
And it was like she was rejecting who she was in some ways by you know the way she treated you know the other grandchildren,သူတစ်ခြားမြေးတွေကိုဆက်ဆံနေတဲ့ပုံစံကတစ်နည်းအားဖြင့်သူ့ဟာသူဘယ်သူလဲဆိုတာလက်မခံသလိုဖြစ်နေခဲ့တယ်။
It was really cool and the dress kind of blew in the wind a little bit,အဲဒီတုန်းကတော်တော်မိုက်တာဒီဝတ်စုံကလေထဲမှာနည်းနည်းဝဲနေခဲ့တယ်။
Uh I spent much of my time in uh Special Activities,အင်း၊ငါအထူးလှုပ်ရှားမှုဌာနမှာအကြာကြီးနေခဲ့ပါတယ်။
And I asked him you know could I do it um Do you need me to stay and do it tonight or I could have it done by lunchtime tomorrow if thats OK,ငါသူကိုမေးလိုက်တယ်၊ငါလုပ်လို့ရလား၊မင်းငါ့ကိုဆက်နေပြီးဒီညမှာလုပ်စေချင်တာလား၊မဟုတ်ရင်တော့ငါမနက်ဖြန်နေ့လယ်စာစားချိန်အပြီးလုပ်ပေးနိုင်တယ်၊အဆင်ပြေမယ်ဆိုရင်။
But uh they lived in a little country town outside of Augusta called Evans and Evans still exists and thats where a lot of my relatives still still are too,ဒါပေမယ့်သူတို့အပြင်နားကလို့ခေါ်တဲ့နယ်မြို့သေးသေးလေးမှာနေခဲ့တယ်၊အခုထိရှိတယ်၊ငါ့ဆွေမျိုးတွေလဲအဲဒီမှာရှိသေးတယ်။
My sister keeps telling me she says Sometimes youre just like Granny you treat people wrong for the wrong reasons,ငါ့ညီမကငါ့ကိုပြောပြောနေတယ်၊တစ်ခါတစ်လေနင်ကအဖွားလိုပဲ၊နင်ကလူတွေကိုအကြောင်းပြချက်အမှားတွေနဲ့မှားယွင်းဆက်ဆံတယ်။
Um then we moved to a new house,ဒီနောက်ငါတို့အိမ်အသစ်တစ်ခုကိုပြောင်းခဲ့ကြတယ်။
My grandmother was born in 1910 she was a little girl,ငါတို့အဖွားက၁၉၁၀မှာမွေးပြီးကလေးမလေးတစ်ယောက်ပေါ့။
I was like OK well thats good you know like that,ငါကလဲအိုကေကောင်းပြီလေသိတယ်မလားအဲဒီလိုပဲ။
And the spots of paint would change every hundred degrees it might be red it change to blue,ဆေးစက်လေးတွေကဒီဂရီတစ်ရာလောက်ရှိတိုင်းပြောင်းသွားတယ်၊အနီရောင်ဖြစ်နေရင်အပြာရောင်ကိုပြောင်းသွားတယ်။
I ate real quick as fast as I could and then she came in there and she ended up helping me with it,ငါတတ်နိုင်သလောက်မြန်မြန်စားခဲ့ပြီးနောက်သူမဝင်လာပြီးငါ့ကိုဒီဟာနဲ့ကူညီဖြစ်သွားတယ်။
So he stayed in Augusta after that,ဒါဆိုအဲဒီနောက်ပိုင်းမှာသူနေခဲ့တာလား။
Her sisters husband was lightskinned too,သူ့အစ်မယောက်ျားကလဲအသားဖြူတယ်။
Anyway it got up to we had about uh ah I dont remember the numbers,ဘယ်လိုပဲဖြစ်ဖြစ်ဒီအထိရောက်ပြီးသွားပြီ၊ငါတို့ဆီမှာ၊အဲဂဏန်းတွေကိုတော့ငါမမှတ်မိဘူး။
Anyway they come up with this invention of the high O2 regulator,ဘယ်လိုပဲဖြစ်ဖြစ်၊သူတို့ထိန်းညှိစက်တီထွင်လာတယ်။
And so we moved to Las Vegas NV and I reported just like I did in Washington to a certain address in downtown Las Vegas,ဒါပြီးတော့ငါတို့ကိုပြောင်းရွှေ့ခဲ့ကြတယ်၊ပြီးတော့ငါမှာနေခဲ့တုန်းကလိုမျိုးမြို့လယ်ခေါင်ကနေရာတစ်နေရာကိုအစီရင်ခံခဲ့တယ်။
Ah fourth grade was a lot of fun,လေးတန်းတုန်းကအတော်ပျော်စရာကောင်းခဲ့တယ်။
Its like one file with a whole bunch of tabs of different you know each tab has like a different spreadsheet on it,အဲဒါကကတ်ပြားအများကြီးပါတဲ့ဖိုင်တစ်ခုနဲ့တူတယ်၊သိတယ်မလား၊ကတ်ပြားတစ်ခုချင်းစီတိုင်းမှာမတူညီတဲ့စာရင်းဇယားတခုစီပါတယ်။
Anyhow so I finished came home at 630 today and that was my day,ဒီလိုနဲ့ပဲဒီနေ့၆း၃၀မှာငါအားလုံးပြီးပြီးအိမ်ပြန်ရောက်လာတယ်ဒါကတော့ငါ့နေ့ပဲဖြစ်တယ်။
I dont care how you get it done,ဒါကိုမင်းဘယ်လိုပြီးအောင်လုပ်မလဲဆိုတာငါဂရုမစိုက်ဘူး။
And so she sat back down and you know they were still chatting and they could still see this person and this person was walking really really fast,သူကအေးအေးလူလူပြန်ထိုင်နေလိုက်တယ်၊ပြီးတော့၊မင်းသိလား၊သူတို့စကားဆက်ပြောနေကြပြီးတော့အဲဒီလူကိုဆက်မြင်နေရသေးတယ်၊ပြီးတော့အဲဒီလူကတကယ်ကိုမြန်မြန်လမ်းလျှောက်နေတယ်။
And they moved to Mallard Creek in Charlotte,ပြီးတော့သူတို့မှာရှိတဲ့ကိုပြောင်းရွှေ့ခဲ့ကြတယ်။
And uh if it surged and just kept surging it would go whish and like it was going to pull your head off,ပြီးတော့အဲဒါကတဟုန်ထိုးမြင့်တက်လာပြီးတော့ဆက်မြင့်တက်နေလျှင်ဝှစ်ခနဲဖြစ်သွားပြီးတော့ဒါကမင်းခေါင်းကိုဆွဲဖြုတ်လိုက်သလိုမျိုးဖြစ်မယ်။
